Product Number,Company,Details,Price,Rating,Number of Ratings & Reviews,Link
162,RED TAPE,Athleisure Shoes for Men | ETPU & Round-Toe Shape & Cushioning Technology Walking Shoes For Men,"₹1,799",3.8,"2,225 ratings and 102 reviews",https://www.flipkart.com/red-tape-athleisure-shoes-men-etpu-round-toe-shape-cushioning-technology-walking/p/itm22f23381b2c78?pid=SHOH54YTXZYMPTA7&lid=LSTSHOH54YTXZYMPTA7MSGXRS&marketplace=FLIPKART&q=shoes&store=osp&srno=s_19_745&otracker=search&otracker1=search&fm=organic&iid=40dd4bba-24f4-4002-9c85-8cdd3f0ab2d8.SHOH54YTXZYMPTA7.SEARCH&ppt=None&ppn=None&ssid=0i0kfupv000000001741796585344&qH=b0a8b6f820479900
163,Sparx,Casual Shoe For Men,"₹1,050",4,"5,650 ratings and 560 reviews",https://www.flipkart.com/red-chief-casual-shoe-men/p/itmf3yygspsarmgh?pid=SHOEVT4B7BBZPJDK&lid=LSTSHOEVT4B7BBZPJDKLKWKCC&marketplace=FLIPKART&q=shoes&store=osp&srno=s_19_750&otracker=search&otracker1=search&fm=organic&iid=40dd4bba-24f4-4002-9c85-8cdd3f0ab2d8.SHOEVT4B7BBZPJDK.SEARCH&ppt=None&ppn=None&ssid=0i0kfupv000000001741796585344&qH=b0a8b6f820479900
164,ADIDAS,Vector Outdoor Sports Shoes with Enhanced Grip TPR Outsole & Laces Running Shoes Running Shoes For Men,"₹1,725",3.9,521 ratings and 28 reviews,https://www.flipkart.com/avant-vector-outdoor-sports-shoes-enhanced-grip-tpr-outsole-laces-running-men/p/itma2649cdb1f4be?pid=SHOGYCGW72VAK6TQ&lid=LSTSHOGYCGW72VAK6TQ9YQZVF&marketplace=FLIPKART&q=shoes&store=osp&srno=s_19_758&otracker=search&otracker1=search&fm=organic&iid=en_46trfbleaNTq2LkzIZKFhAmXNlSn7AQJsBghd1mdoyCOS3PPAoCVTKZx4Vf2LqlT8L7LWr8Wbn0vP0E59xH3ionfEY2D5bWfIUmTlXs_oiU%3D&ppt=None&ppn=None&ssid=0i0kfupv000000001741796585344&qH=b0a8b6f820479900
165,ADIDAS,ExcelCourt M Basketball Shoes For Men,"₹2,175",4.1,"14,236 ratings and 933 reviews",https://www.flipkart.com/adidas-excelcourt-m-basketball-shoes-men/p/itmb29d48d3af202?pid=SHOGA5F6Y3CKPBDM&lid=LSTSHOGA5F6Y3CKPBDMUD9VWY&marketplace=FLIPKART&q=shoes&store=osp&srno=s_20_761&otracker=search&otracker1=search&fm=organic&iid=en_XhnH_2QgfRhXCa7U7vP45S32tfKnDJvlMJe75tp6VvVd1-TBTRrp9_tMrbzNSWEwaW-jY1K6IgP7FDTceV8RSQ%3D%3D&ppt=None&ppn=None&ssid=wlaf0dh8o00000001741796589899&qH=b0a8b6f820479900
166,asian,"Casual Sneaker Shoes For Men|| Soft Cushioned Insole, Slip-Resistance Running Shoes For Men","₹1,626",4.1,"8,794 ratings and 715 reviews",https://www.flipkart.com/asian-casual-sneaker-shoes-men-soft-cushioned-insole-slip-resistance-running-men/p/itmef3c2c693ec6e?pid=SHOGVKGU9F2RVGK7&lid=LSTSHOGVKGU9F2RVGK7P0KEDS&marketplace=FLIPKART&q=shoes&store=osp&srno=s_20_768&otracker=search&otracker1=search&fm=organic&iid=en_XhnH_2QgfRhXCa7U7vP45S32tfKnDJvlMJe75tp6VvWSyEgKhzoMinScsZfSriQQzxl4ZQJFcjZlA0tH0L6ipPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=wlaf0dh8o00000001741796589899&qH=b0a8b6f820479900
167,RED TAPE,KL8044 Lightweight Comfort Summer Trendy Premium Stylish Loafers For Men,"₹1,187",3.7,"5,467 ratings and 264 reviews",https://www.flipkart.com/killer-kl8044-lightweight-comfort-summer-trendy-premium-stylish-loafers-men/p/itm015f72ed4c7eb?pid=SHOGFDGYCNXSD5RW&lid=LSTSHOGFDGYCNXSD5RWMLRSL9&marketplace=FLIPKART&q=shoes&store=osp&srno=s_20_772&otracker=search&otracker1=search&fm=organic&iid=en_XhnH_2QgfRhXCa7U7vP45S32tfKnDJvlMJe75tp6VvWxISOJYZ0IOgTpuBDbflVI7gv-8SmxwH7rwpibaWnmog%3D%3D&ppt=None&ppn=None&ssid=wlaf0dh8o00000001741796589899&qH=b0a8b6f820479900
168,ADIDAS,"Captain-13 Running shoes for boys | sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight black shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men","₹2,088",3.9,"32,318 ratings and 3,249 reviews",https://www.flipkart.com/asian-captain-13-running-shoes-boys-sports-men-latest-stylish-casual-sneakers-lace-up-lightweight-black-running-walking-gym-trekking-hiking-party/p/itm8ace0a30c017d?pid=SHOFQ3B86CG43RDV&lid=LSTSHOFQ3B86CG43RDV7I1VLE&marketplace=FLIPKART&q=shoes&store=osp&srno=s_20_774&otracker=search&otracker1=search&fm=organic&iid=19570b3e-03f1-4982-a985-592778405071.SHOFQ3B86CG43RDV.SEARCH&ppt=None&ppn=None&ssid=wlaf0dh8o00000001741796589899&qH=b0a8b6f820479900
169,Airson,Junior Zero1 Sports shoes for Men | Gym Training Walking Running Shoes For Men Training & Gym Shoes For Men,₹898,4,"15,186 ratings and 859 reviews",https://www.flipkart.com/airson-junior-zero1-sports-shoes-men-gym-training-walking-running/p/itm8a937516b3153?pid=SHOGN9XBMSNEJ63Q&lid=LSTSHOGN9XBMSNEJ63QPRJAMG&marketplace=FLIPKART&q=shoes&store=osp&srno=s_20_781&otracker=search&otracker1=search&fm=organic&iid=en_XhnH_2QgfRhXCa7U7vP45S32tfKnDJvlMJe75tp6VvXoVp8Dk8MeLsmC3Dosv_zMSy6BWESRqXuDtcbUiQ-L8A%3D%3D&ppt=None&ppn=None&ssid=wlaf0dh8o00000001741796589899&qH=b0a8b6f820479900
170,Skechers,FORCE RUNNER M Running Shoes For Men,"₹3,999",3.9,90 ratings and 7 reviews,https://www.flipkart.com/reebok-force-runner-m-running-shoes-men/p/itmffaaed2a6b717?pid=SHOH2E9NQFUZY3PM&lid=LSTSHOH2E9NQFUZY3PM97GM8V&marketplace=FLIPKART&q=shoes&store=osp&srno=s_20_794&otracker=search&otracker1=search&fm=organic&iid=19570b3e-03f1-4982-a985-592778405071.SHOH2E9NQFUZY3PM.SEARCH&ppt=None&ppn=None&ssid=wlaf0dh8o00000001741796589899&qH=b0a8b6f820479900
171,AVANT,"TERMINATOR-01 White Sneakers,Sports,Training,Gym,Walking,Stylish Running Shoes For Men",₹989,4,"28,151 ratings and 2,656 reviews",https://www.flipkart.com/asian-terminator-01-white-sneakers-sports-training-gym-walking-stylish-running-shoes-men/p/itmabf02712960dc?pid=SHOHFZHR95G25BQG&lid=LSTSHOHFZHR95G25BQG6Y82FJ&marketplace=FLIPKART&q=shoes&store=osp&srno=s_20_798&otracker=search&otracker1=search&fm=organic&iid=en_XhnH_2QgfRhXCa7U7vP45S32tfKnDJvlMJe75tp6VvXFoNL7mkuGumyI2E8KY4FzYPaHafQoVqcxhu5Bu4qOE68iqbiwhGf4dwbXVx7ZSks%3D&ppt=None&ppn=None&ssid=wlaf0dh8o00000001741796589899&qH=b0a8b6f820479900
172,ADIDAS,ExcelCourt M Basketball Shoes For Men,"₹2,175",4.1,"14,236 ratings and 933 reviews",https://www.flipkart.com/adidas-excelcourt-m-basketball-shoes-men/p/itmb29d48d3af202?pid=SHOGA5F6Y3CKPBDM&lid=LSTSHOGA5F6Y3CKPBDMUD9VWY&marketplace=FLIPKART&q=shoes&store=osp&srno=s_21_801&otracker=search&otracker1=search&fm=organic&iid=en_4OmMsWYe8m17-Zg8z_k7Odg4PST3E20xdwRsxBO7ZLd45GRvIIyq3NB-jdyR1HghaW-jY1K6IgP7FDTceV8RSQ%3D%3D&ppt=None&ppn=None&ssid=rwk20d8ogw0000001741796594063&qH=b0a8b6f820479900
173,RED CHIEF,COBALT Running Shoes For Men,"₹2,024",4,954 ratings and 78 reviews,https://www.flipkart.com/abros-cobalt-running-shoes-men/p/itmbad82dfc03828?pid=SHOH3XYANNGEVPCJ&lid=LSTSHOH3XYANNGEVPCJGZ48O9&marketplace=FLIPKART&q=shoes&store=osp&srno=s_21_806&otracker=search&otracker1=search&fm=organic&iid=0792c83e-65fa-46ef-a72e-2f5955872bae.SHOH3XYANNGEVPCJ.SEARCH&ppt=None&ppn=None&ssid=rwk20d8ogw0000001741796594063&qH=b0a8b6f820479900
174,Sparx,SM 414 Walking Shoes For Men,₹909,4.1,"21,671 ratings and 2,333 reviews",https://www.flipkart.com/sparx-sm-414-walking-shoes-men/p/itm1d39419c666bd?pid=SHOFFDWYNFYVVSVC&lid=LSTSHOFFDWYNFYVVSVC6VJWWZ&marketplace=FLIPKART&q=shoes&store=osp&srno=s_21_809&otracker=search&otracker1=search&fm=organic&iid=0792c83e-65fa-46ef-a72e-2f5955872bae.SHOFFDWYNFYVVSVC.SEARCH&ppt=None&ppn=None&ssid=rwk20d8ogw0000001741796594063&qH=b0a8b6f820479900
175,REEBOK,\-118 04 Sneakers For Men,"₹2,450",3.8,"2,134 ratings and 119 reviews",https://www.flipkart.com/hrx-hrithik-roshan-118-04-sneakers-men/p/itmf089ec0d7c3cb?pid=SHOGVF3MF8TEYQCY&lid=LSTSHOGVF3MF8TEYQCYBH0FVP&marketplace=FLIPKART&q=shoes&store=osp&srno=s_21_815&otracker=search&otracker1=search&fm=organic&iid=0792c83e-65fa-46ef-a72e-2f5955872bae.SHOGVF3MF8TEYQCY.SEARCH&ppt=None&ppn=None&ssid=rwk20d8ogw0000001741796594063&qH=b0a8b6f820479900
176,Airson,Junior Zero1 Sports shoes for Men | Gym Training Walking Running Shoes For Men Training & Gym Shoes For Men,₹898,4,"15,186 ratings and 859 reviews",https://www.flipkart.com/airson-junior-zero1-sports-shoes-men-gym-training-walking-running/p/itm8a937516b3153?pid=SHOGN9XBMSNEJ63Q&lid=LSTSHOGN9XBMSNEJ63QPRJAMG&marketplace=FLIPKART&q=shoes&store=osp&srno=s_21_821&otracker=search&otracker1=search&fm=organic&iid=en_4OmMsWYe8m17-Zg8z_k7Odg4PST3E20xdwRsxBO7ZLcZb4nSya9pJwmQpgqxYl_bSy6BWESRqXuDtcbUiQ-L8A%3D%3D&ppt=None&ppn=None&ssid=rwk20d8ogw0000001741796594063&qH=b0a8b6f820479900
177,PUMA,ASSG1313 Running Shoes For Men,"₹1,260",4,"4,130 ratings and 303 reviews",https://www.flipkart.com/abros-assg1313-running-shoes-men/p/itmb88dcc05e1518?pid=SHOGSUVNMTGXZC9U&lid=LSTSHOGSUVNMTGXZC9UXJJGGI&marketplace=FLIPKART&q=shoes&store=osp&srno=s_21_826&otracker=search&otracker1=search&fm=organic&iid=0792c83e-65fa-46ef-a72e-2f5955872bae.SHOGSUVNMTGXZC9U.SEARCH&ppt=None&ppn=None&ssid=rwk20d8ogw0000001741796594063&qH=b0a8b6f820479900
178,ALBERTO TORRESI,Cricket Legend Cricket Shoes For Men,₹553,4.1,527 ratings and 29 reviews,https://www.flipkart.com/puma-cricket-legend-shoes-men/p/itma230e449ecd7a?pid=SHOH33SENFMYYNKN&lid=LSTSHOH33SENFMYYNKNP077DF&marketplace=FLIPKART&q=shoes&store=osp&srno=s_21_834&otracker=search&otracker1=search&fm=organic&iid=0792c83e-65fa-46ef-a72e-2f5955872bae.SHOH33SENFMYYNKN.SEARCH&ppt=None&ppn=None&ssid=rwk20d8ogw0000001741796594063&qH=b0a8b6f820479900
179,AVANT,"TERMINATOR-01 White Sneakers,Sports,Training,Gym,Walking,Stylish Running Shoes For Men",₹989,4,"28,151 ratings and 2,656 reviews",https://www.flipkart.com/asian-terminator-01-white-sneakers-sports-training-gym-walking-stylish-running-shoes-men/p/itmabf02712960dc?pid=SHOHFZHR95G25BQG&lid=LSTSHOHFZHR95G25BQG6Y82FJ&marketplace=FLIPKART&q=shoes&store=osp&srno=s_21_838&otracker=search&otracker1=search&fm=organic&iid=en_4OmMsWYe8m17-Zg8z_k7Odg4PST3E20xdwRsxBO7ZLeDMdW-_9BRPLSEi0Ls7sw4YPaHafQoVqcxhu5Bu4qOE68iqbiwhGf4dwbXVx7ZSks%3D&ppt=None&ppn=None&ssid=rwk20d8ogw0000001741796594063&qH=b0a8b6f820479900
180,ADIDAS,GlideEase M Running Shoes For Men,"₹1,514",4.1,"46,212 ratings and 3,421 reviews",https://www.flipkart.com/adidas-glideease-m-running-shoes-men/p/itmc8340026ad1b5?pid=SHOGFFYSJCVPUCZC&lid=LSTSHOGFFYSJCVPUCZCVKLB6Z&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_841&otracker=search&otracker1=search&fm=organic&iid=en_kCGPsJTHOyg88x074kjGcfeigeKkRNP4zwwVrYKmXoQH5FMrHgZRS5TQND_Znxak2XD_bwTtSXIUPfYA8rR5wQ%3D%3D&ppt=None&ppn=None&ssid=h1rh7e3tpc0000001741796599016&qH=b0a8b6f820479900
181,AVANT,"Thar-01 White Sneakers,Sports,Training,Gym,Walking,Stylish For Men","₹1,139",4,"1,13,605 ratings and 10,714 reviews",https://www.flipkart.com/asian-thar-01-white-sneakers-sports-training-gym-walking-stylish-men/p/itm9883ddd8afc2d?pid=SHOGHCHGH6R3DGFZ&lid=LSTSHOGHCHGH6R3DGFZR3VZAO&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_847&otracker=search&otracker1=search&fm=organic&iid=en_kCGPsJTHOyg88x074kjGcfeigeKkRNP4zwwVrYKmXoT221UdrPMoZDgrR68rtS2Ek9DpLwZyHEvK8k2HcbRrT_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=h1rh7e3tpc0000001741796599016&qH=b0a8b6f820479900
182,asian,Moonwalk-01 Black Walking Shoes For Men,₹740,4,"19,639 ratings and 1,609 reviews",https://www.flipkart.com/asian-moonwalk-01-black-walking-shoes-men/p/itm023b9c4ab2a23?pid=SHOGG22JVWSDDKVV&lid=LSTSHOGG22JVWSDDKVVJT5Q54&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_853&otracker=search&otracker1=search&fm=organic&iid=f2948e69-8862-43e1-a0f7-37866a48a4fa.SHOGG22JVWSDDKVV.SEARCH&ppt=None&ppn=None&ssid=h1rh7e3tpc0000001741796599016&qH=b0a8b6f820479900
183,asian,"Casual Sneaker Shoes For Men|| Soft Cushioned Insole, Slip-Resistance Running Shoes For Men","₹1,626",4.1,"8,794 ratings and 715 reviews",https://www.flipkart.com/asian-casual-sneaker-shoes-men-soft-cushioned-insole-slip-resistance-running-men/p/itmef3c2c693ec6e?pid=SHOGVKGU9F2RVGK7&lid=LSTSHOGVKGU9F2RVGK7P0KEDS&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_857&otracker=search&otracker1=search&fm=organic&iid=en_kCGPsJTHOyg88x074kjGcfeigeKkRNP4zwwVrYKmXoQ7mMzIwPPTzwlmpXakS_hLtC-YdAZ1vPzqPrb9iD6S4vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=h1rh7e3tpc0000001741796599016&qH=b0a8b6f820479900
184,REEBOK,Women Mesh Stylish Casual Comfort Sneaker Sneakers For Women,"₹1,025",4.1,117 ratings and 8 reviews,https://www.flipkart.com/roadster-women-mesh-stylish-casual-comfort-sneaker-sneakers/p/itm02f2ac6dc4f59?pid=SHOH8UAEKP3HYWWX&lid=LSTSHOH8UAEKP3HYWWXBIVHL3&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_864&otracker=search&otracker1=search&fm=organic&iid=f2948e69-8862-43e1-a0f7-37866a48a4fa.SHOH8UAEKP3HYWWX.SEARCH&ppt=None&ppn=None&ssid=h1rh7e3tpc0000001741796599016&qH=b0a8b6f820479900
185,RED TAPE,Hyper Speed 4 Running Shoes For Men,"₹1,205",4.5,52 ratings and 7 reviews,https://www.flipkart.com/asics-hyper-speed-4-running-shoes-men/p/itm79c359c592152?pid=SHOH7UW3ZGWBVTS4&lid=LSTSHOH7UW3ZGWBVTS42LTIRO&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_868&otracker=search&otracker1=search&fm=organic&iid=en_kCGPsJTHOyg88x074kjGcfeigeKkRNP4zwwVrYKmXoTnM4SYt2OG9wp4I8gdQ9NG95EbihEkVVf5u9VsJm2x8UKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=h1rh7e3tpc0000001741796599016&qH=b0a8b6f820479900
186,RED TAPE,Synthetic Leather Ankle Formal Shoes Men || Office Shoes For Men Latest Stylish || Chukka Boots Men || Party Wear Long Shoes For Men Long Boots Lace Up For Men,"₹1,403",3.8,"11,003 ratings and 937 reviews",https://www.flipkart.com/zixer-synthetic-leather-ankle-formal-shoes-men-office-latest-stylish-chukka-boots-party-wear-long-lace-up/p/itm8fc2a53d890e7?pid=SHOG6X8PACN73ZZJ&lid=LSTSHOG6X8PACN73ZZJDLAX6E&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_871&otracker=search&otracker1=search&fm=organic&iid=en_kCGPsJTHOyg88x074kjGcfeigeKkRNP4zwwVrYKmXoTtuQ2rK2bQQtUeLICIfjaqcuhmbLI31ke5Ky-Bqh5iUw%3D%3D&ppt=None&ppn=None&ssid=h1rh7e3tpc0000001741796599016&qH=b0a8b6f820479900
187,RED CHIEF,Puma Levyrun IDP Running Shoes For Men,"₹2,199",4.1,230 ratings and 15 reviews,https://www.flipkart.com/puma-levyrun-idp-running-shoes-men/p/itmb6633521c4e13?pid=SHOGQAZDEKSAXJ2N&lid=LSTSHOGQAZDEKSAXJ2NDAT9TO&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_876&otracker=search&otracker1=search&fm=organic&iid=f2948e69-8862-43e1-a0f7-37866a48a4fa.SHOGQAZDEKSAXJ2N.SEARCH&ppt=None&ppn=None&ssid=h1rh7e3tpc0000001741796599016&qH=b0a8b6f820479900
188,ADIDAS,ExcelCourt M Basketball Shoes For Men,"₹2,175",4.1,"14,236 ratings and 933 reviews",https://www.flipkart.com/adidas-excelcourt-m-basketball-shoes-men/p/itmb29d48d3af202?pid=SHOGA5F6Y3CKPBDM&lid=LSTSHOGA5F6Y3CKPBDMUD9VWY&marketplace=FLIPKART&q=shoes&store=osp&srno=s_23_881&otracker=search&otracker1=search&fm=organic&iid=en_U1j049nkjynsjyjbiCvppDOMOXjSNzVby5joTUKjTVxFrsq33nR7zJU2DRYXI8IWaW-jY1K6IgP7FDTceV8RSQ%3D%3D&ppt=None&ppn=None&ssid=n41p5ea0hs0000001741796604513&qH=b0a8b6f820479900
189,CAMPUS,"Casual Sneaker Shoes For Men|| Soft Cushioned Insole, Slip-Resistance Running Shoes For Men","₹1,368",4.1,"8,794 ratings and 715 reviews",https://www.flipkart.com/asian-casual-sneaker-shoes-men-soft-cushioned-insole-slip-resistance-running-men/p/itmef3c2c693ec6e?pid=SHOGVKGU9F2RVGK7&lid=LSTSHOGVKGU9F2RVGK7P0KEDS&marketplace=FLIPKART&q=shoes&store=osp&srno=s_23_888&otracker=search&otracker1=search&fm=organic&iid=en_U1j049nkjynsjyjbiCvppDOMOXjSNzVby5joTUKjTVy0mUv81E6U5T2H0zXgUTo4zxl4ZQJFcjZlA0tH0L6ipPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=n41p5ea0hs0000001741796604513&qH=b0a8b6f820479900
190,HRX by Hrithik Roshan,DYNAMIC RUN Running Shoes For Men,₹950,3.9,257 ratings and 12 reviews,https://www.flipkart.com/hrx-hrithik-roshan-dynamic-run-running-shoes-men/p/itmce3fdaf1274f2?pid=SHOGVWWHSXJCVDME&lid=LSTSHOGVWWHSXJCVDMEOLVCVB&marketplace=FLIPKART&q=shoes&store=osp&srno=s_23_889&otracker=search&otracker1=search&fm=organic&iid=1a31c04a-8bed-4eda-b84d-bcfeab627575.SHOGVWWHSXJCVDME.SEARCH&ppt=None&ppn=None&ssid=n41p5ea0hs0000001741796604513&qH=b0a8b6f820479900
191,HRX by Hrithik Roshan,Running Shoes For Men,"₹1,553",3.7,26 ratings and 2 reviews,https://www.flipkart.com/hrx-hrithik-roshan-running-shoes-men/p/itma7e11db9fc0aa?pid=SHOH5ZYFSDB23ZYF&lid=LSTSHOH5ZYFSDB23ZYFEYY7US&marketplace=FLIPKART&q=shoes&store=osp&srno=s_23_893&otracker=search&otracker1=search&fm=organic&iid=1a31c04a-8bed-4eda-b84d-bcfeab627575.SHOH5ZYFSDB23ZYF.SEARCH&ppt=None&ppn=None&ssid=n41p5ea0hs0000001741796604513&qH=b0a8b6f820479900
192,REEBOK,Lite Sports Casuals For Men,"₹1,025",4,"3,635 ratings and 128 reviews",https://www.flipkart.com/rgy-lite-sports-casuals-men/p/itma3e700126aa6d?pid=SHOGYH53XS9NYDNC&lid=LSTSHOGYH53XS9NYDNCITOWAE&marketplace=FLIPKART&q=shoes&store=osp&srno=s_23_899&otracker=search&otracker1=search&fm=organic&iid=1a31c04a-8bed-4eda-b84d-bcfeab627575.SHOGYH53XS9NYDNC.SEARCH&ppt=None&ppn=None&ssid=n41p5ea0hs0000001741796604513&qH=b0a8b6f820479900
193,Airson,Junior Zero1 Sports shoes for Men | Gym Training Walking Running Shoes For Men Training & Gym Shoes For Men,₹898,4,"15,186 ratings and 859 reviews",https://www.flipkart.com/airson-junior-zero1-sports-shoes-men-gym-training-walking-running/p/itm8a937516b3153?pid=SHOGN9XBMSNEJ63Q&lid=LSTSHOGN9XBMSNEJ63QPRJAMG&marketplace=FLIPKART&q=shoes&store=osp&srno=s_23_901&otracker=search&otracker1=search&fm=organic&iid=en_U1j049nkjynsjyjbiCvppDOMOXjSNzVby5joTUKjTVx7cXou5gbsToPXVMrRca8HSy6BWESRqXuDtcbUiQ-L8A%3D%3D&ppt=None&ppn=None&ssid=n41p5ea0hs0000001741796604513&qH=b0a8b6f820479900
194,ADIDAS,ADIDAS SWITCH MOVE U Running Shoes For Men,"₹2,730",4.1,"2,613 ratings and 155 reviews",https://www.flipkart.com/adidas-switch-move-u-running-shoes-men/p/itm89f88606a8dfa?pid=SHOGZT6X25YDBZHF&lid=LSTSHOGZT6X25YDBZHFOZISIH&marketplace=FLIPKART&q=shoes&store=osp&srno=s_23_905&otracker=search&otracker1=search&fm=organic&iid=1a31c04a-8bed-4eda-b84d-bcfeab627575.SHOGZT6X25YDBZHF.SEARCH&ppt=None&ppn=None&ssid=n41p5ea0hs0000001741796604513&qH=b0a8b6f820479900
195,RED TAPE,ANNIE Women's Casual Shoes | Sock-Like Fit | Integrated FoamLite Tech | Slip On Walking Shoes For Women,"₹1,539",4.2,"40,604 ratings and 2,338 reviews",https://www.flipkart.com/campus-annie-women-s-casual-shoes-sock-like-fit-integrated-foamlite-tech-slip-walking-women/p/itm5b23c60f4431f?pid=SHOGARZCYWHPRQRD&lid=LSTSHOGARZCYWHPRQRDPZEYZG&marketplace=FLIPKART&q=shoes&store=osp&srno=s_23_910&otracker=search&otracker1=search&fm=organic&iid=1a31c04a-8bed-4eda-b84d-bcfeab627575.SHOGARZCYWHPRQRD.SEARCH&ppt=None&ppn=None&ssid=n41p5ea0hs0000001741796604513&qH=b0a8b6f820479900
196,Sparx,"SM 323 | Stylish, Comfortable | Sneakers For Men",₹674,4.2,375 ratings and 19 reviews,https://www.flipkart.com/sparx-sm-323-stylish-comfortable-sneakers-men/p/itm436d51a6ad3a4?pid=SHOGQQEJJHG27K4K&lid=LSTSHOGQQEJJHG27K4KLL4G6E&marketplace=FLIPKART&q=shoes&store=osp&srno=s_23_913&otracker=search&otracker1=search&fm=organic&iid=1a31c04a-8bed-4eda-b84d-bcfeab627575.SHOGQQEJJHG27K4K.SEARCH&ppt=None&ppn=None&ssid=n41p5ea0hs0000001741796604513&qH=b0a8b6f820479900
197,AVANT,Vector Outdoor Sports Shoes with Enhanced Grip TPR Outsole & Laces Running Shoes Running Shoes For Men,"₹1,079",3.9,521 ratings and 28 reviews,https://www.flipkart.com/avant-vector-outdoor-sports-shoes-enhanced-grip-tpr-outsole-laces-running-men/p/itma2649cdb1f4be?pid=SHOGYCGW72VAK6TQ&lid=LSTSHOGYCGW72VAK6TQ9YQZVF&marketplace=FLIPKART&q=shoes&store=osp&srno=s_23_917&otracker=search&otracker1=search&fm=organic&iid=en_U1j049nkjynsjyjbiCvppDOMOXjSNzVby5joTUKjTVwgEHj3suXQjHh3Ew3u--AR8L7LWr8Wbn0vP0E59xH3ikhz9c-MSIoFe8xMxkfU6dM%3D&ppt=None&ppn=None&ssid=n41p5ea0hs0000001741796604513&qH=b0a8b6f820479900
198,ADIDAS,GlideEase M Running Shoes For Men,"₹1,514",4.1,"46,212 ratings and 3,421 reviews",https://www.flipkart.com/adidas-glideease-m-running-shoes-men/p/itmc8340026ad1b5?pid=SHOGFFYSJCVPUCZC&lid=LSTSHOGFFYSJCVPUCZCVKLB6Z&marketplace=FLIPKART&q=shoes&store=osp&srno=s_24_921&otracker=search&otracker1=search&fm=organic&iid=en_PHEnEqfJZW1g0MlAjC09jQKzkysPZ44w0BTgHsIC-MbZeEwMhrNv7F90LZCmjGjH2XD_bwTtSXIUPfYA8rR5wQ%3D%3D&ppt=None&ppn=None&ssid=lpkallhor40000001741796609583&qH=b0a8b6f820479900
199,asian,"Thar-01 White Sneakers,Sports,Training,Gym,Walking,Stylish For Men",₹636,4,"1,13,605 ratings and 10,714 reviews",https://www.flipkart.com/asian-thar-01-white-sneakers-sports-training-gym-walking-stylish-men/p/itm9883ddd8afc2d?pid=SHOGHCHGH6R3DGFZ&lid=LSTSHOGHCHGH6R3DGFZR3VZAO&marketplace=FLIPKART&q=shoes&store=osp&srno=s_24_927&otracker=search&otracker1=search&fm=organic&iid=en_PHEnEqfJZW1g0MlAjC09jQKzkysPZ44w0BTgHsIC-MZim84P_yWfYKy544ZHRn9fk9DpLwZyHEvK8k2HcbRrT_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=lpkallhor40000001741796609583&qH=b0a8b6f820479900
200,DOCTOR EXTRA SOFT,"Casual Sneaker Shoes For Men|| Soft Cushioned Insole, Slip-Resistance Running Shoes For Men",₹748,4.1,"8,794 ratings and 715 reviews",https://www.flipkart.com/asian-casual-sneaker-shoes-men-soft-cushioned-insole-slip-resistance-running-men/p/itmef3c2c693ec6e?pid=SHOGVKGU9F2RVGK7&lid=LSTSHOGVKGU9F2RVGK7P0KEDS&marketplace=FLIPKART&q=shoes&store=osp&srno=s_24_938&otracker=search&otracker1=search&fm=organic&iid=en_PHEnEqfJZW1g0MlAjC09jQKzkysPZ44w0BTgHsIC-MaMcYccJy8WterdpBqWUrOu97ZjfkORVm9ydnBlZRCiwvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=lpkallhor40000001741796609583&qH=b0a8b6f820479900
201,CAMPUS,KL8044 Lightweight Comfort Summer Trendy Premium Stylish Loafers For Men,"₹1,565",3.7,"5,467 ratings and 264 reviews",https://www.flipkart.com/killer-kl8044-lightweight-comfort-summer-trendy-premium-stylish-loafers-men/p/itm015f72ed4c7eb?pid=SHOGFDGYCNXSD5RW&lid=LSTSHOGFDGYCNXSD5RWMLRSL9&marketplace=FLIPKART&q=shoes&store=osp&srno=s_24_942&otracker=search&otracker1=search&fm=organic&iid=en_PHEnEqfJZW1g0MlAjC09jQKzkysPZ44w0BTgHsIC-MZGKLozpru66_KFWmiu112-BAlrfzbVJ-XF1P1-wE1D1g%3D%3D&ppt=None&ppn=None&ssid=lpkallhor40000001741796609583&qH=b0a8b6f820479900
